Horizon name             Index       Red     Green      Blue   Segment         X         Y         Z        Vp   Vp grad        Vs   density         q
H005                        92      1.00      1.00      1.00         1   1362.37      0.00    648.75   1646.19     0.250    400.56      2.00  62000.00
H005                        92      1.00      1.00      1.00         1   1647.39      0.00    644.73   1645.18     0.250    399.79      2.00  62000.00
H005                        92      1.00      1.00      1.00         1   1840.46      0.00    644.73   1645.18     0.250    399.79      2.00  62000.00
H005                        92      1.00      1.00      1.00         1   2193.91      0.00    644.75   1645.19     0.250    399.79      2.00  62000.00
H005                        92      1.00      1.00      1.00         1   2493.24      0.00    624.66   1640.16     0.250    395.93      2.00  62000.00
H005                        92      1.00      1.00      1.00         1   2723.09      0.00    620.64   1639.16     0.250    395.15      2.00  62000.00
H005                        92      1.00      1.00      1.00         1   3109.24      0.00    600.56   1634.14     0.250    391.29      1.99  62000.00
H005                        92      1.00      1.00      1.00         1   3431.03      0.00    600.56   1634.14     0.250    391.29      1.99  62000.00
H005                        92      1.00      1.00      1.00         1   3752.82      0.00    600.56   1634.14     0.250    391.29      1.99  62000.00
H005                        92      1.00      1.00      1.00         1   4100.00      0.00    602.54   1634.63     0.250    391.67      1.99  62000.00
H005                        92      1.00      1.00      1.00         1   4200.00      0.00    602.54   1634.63     0.250    391.67      1.99  62000.00
H005                        92      1.00      1.00      1.00         1   4300.00      0.00    602.54   1634.63     0.250    391.67      1.99  62000.00
H005                        92      1.00      1.00      1.00         1   4400.00      0.00    602.66   1634.66     0.250    391.69      1.99  62000.00
H005                        92      1.00      1.00      1.00         1   4499.75      0.00    595.91   1632.98     0.250    390.39      1.99  62000.00
H005                        92      1.00      1.00      1.00         1   4599.71      0.00    594.45   1632.61     0.250    390.11      1.99  62000.00
H005                        92      1.00      1.00      1.00         1   4699.71      0.00    594.45   1632.61     0.250    390.11      1.99  62000.00
H005                        92      1.00      1.00      1.00         1   4799.71      0.00    594.62   1632.65     0.250    390.14      1.99  62000.00
H005                        92      1.00      1.00      1.00         1   4899.43      0.00    602.15   1634.54     0.250    391.59      1.99  62000.00
H005                        92      1.00      1.00      1.00         1   4999.42      0.00    602.52   1634.63     0.250    391.67      1.99  62000.00
H005                        92      1.00      1.00      1.00         1   5099.33      0.00    605.24   1635.31     0.250    392.19      1.99  62000.00
H005                        92      1.00      1.00      1.00         1   5198.98      0.00    613.63   1637.41     0.250    393.80      2.00  62000.00
H005                        92      1.00      1.00      1.00         1   5298.80      0.00    618.68   1638.67     0.250    394.78      2.00  62000.00
H005                        92      1.00      1.00      1.00         1   5398.67      0.00    615.07   1637.77     0.250    394.08      2.00  62000.00
H005                        92      1.00      1.00      1.00         1   5498.29      0.00    606.44   1635.61     0.250    392.42      1.99  62000.00
H005                        92      1.00      1.00      1.00         1   5596.99      0.00    590.22   1631.56     0.250    389.30      1.99  62000.00
H005                        92      1.00      1.00      1.00         1   5695.64      0.00    573.70   1627.42     0.250    386.12      1.99  62000.00
H005                        92      1.00      1.00      1.00         1   5792.52      0.00    548.99   1621.25     0.250    381.36      1.99  62000.00
H005                        92      1.00      1.00      1.00         1   5926.10      0.00    505.49   1610.37     0.250    372.99      1.99  62000.00
H006                       103      0.25      0.88      0.82         1   4799.71      0.00    691.51   1706.88     0.250    516.33      1.91  62000.00
H006                       103      0.25      0.88      0.82         1   4836.01      0.00    687.26   1705.82     0.250    515.48      1.91  62000.00
H006                       103      0.25      0.88      0.82         1   4880.00      0.00    683.51   1704.88     0.250    514.72      1.91  62000.00
H006                       103      0.25      0.88      0.82         1   5048.00      0.00    672.23   1702.06     0.250    512.45      1.91  62000.00
H006                       103      0.25      0.88      0.82         1   5144.00      0.00    667.26   1700.82     0.250    511.45      1.91  62000.00
H006                       103      0.25      0.88      0.82         1   5288.00      0.00    667.22   1700.81     0.250    511.45      1.91  62000.00
H006                       103      0.25      0.88      0.82         1   5432.00      0.00    655.99   1698.00     0.250    509.19      1.91  62000.00
H006                       103      0.25      0.88      0.82         1   5552.00      0.00    646.15   1695.54     0.250    507.21      1.91  62000.00
H006                       103      0.25      0.88      0.82         1   5672.00      0.00    629.86   1691.46     0.250    503.94      1.90  62000.00
H006                       103      0.25      0.88      0.82         1   5720.00      0.00    625.60   1690.40     0.250    503.08      1.90  62000.00
H006                       103      0.25      0.88      0.82         1   5754.09      0.00    622.87   1689.72     0.250    502.53      1.90  62000.00
H006                       103      0.25      0.88      0.82         2   5961.19      0.00    582.60   1679.65     0.250    494.44      1.90  62000.00
H006                       103      0.25      0.88      0.82         2   6071.88      0.00    547.49   1670.87     0.250    487.38      1.90  62000.00
H006                       103      0.25      0.88      0.82         3   6071.88      0.00    547.49   1670.87     0.250    487.38      1.90  62000.00
H006                       103      0.25      0.88      0.82         3   6098.17      0.00    539.51   1668.88     0.250    485.78      1.90  62000.00
H006                       103      0.25      0.88      0.82         3   6190.97      0.00    505.49   1660.37     0.250    478.94      1.90  62000.00
H006                       103      0.25      0.88      0.82         4   1225.12      0.00    722.76   1714.69     0.250    522.61      1.91  62000.00
H006                       103      0.25      0.88      0.82         4   1360.82      0.00    720.48   1714.12     0.250    522.15      1.91  62000.00
H006                       103      0.25      0.88      0.82         4   1648.70      0.00    714.17   1712.54     0.250    520.88      1.91  62000.00
H006                       103      0.25      0.88      0.82         4   1840.61      0.00    710.56   1711.64     0.250    520.16      1.91  62000.00
H006                       103      0.25      0.88      0.82         4   2185.19      0.00    706.96   1710.74     0.250    519.43      1.91  62000.00
H006                       103      0.25      0.88      0.82         4   2438.17      0.00    699.75   1708.94     0.250    517.99      1.91  62000.00
H006                       103      0.25      0.88      0.82         4   2678.06      0.00    687.12   1705.78     0.250    515.45      1.91  62000.00
H006                       103      0.25      0.88      0.82         4   2888.56      0.00    678.92   1703.73     0.250    513.80      1.91  62000.00
H007                       114      1.00      0.84      0.00         1      0.00      0.00    700.95   1759.24     0.250    487.61      2.03  62000.00
H007                       114      1.00      0.84      0.00         1    341.83      0.00    704.97   1760.24     0.250    488.39      2.03  62000.00
H007                       114      1.00      0.84      0.00         1    773.95      0.00    721.03   1764.26     0.250    491.48      2.03  62000.00
H007                       114      1.00      0.84      0.00         1   1178.49      0.00    721.03   1764.26     0.250    491.48      2.03  62000.00
H007                       114      1.00      0.84      0.00         1   1225.12      0.00    722.76   1764.69     0.250    491.81      2.03  62000.00
H007                       114      1.00      0.84      0.00         1   1491.09      0.00    741.11   1769.28     0.250    495.34      2.04  62000.00
H007                       114      1.00      0.84      0.00         1   1776.10      0.00    765.20   1775.30     0.250    499.98      2.04  62000.00
H007                       114      1.00      0.84      0.00         1   1996.76      0.00    777.25   1778.31     0.250    502.30      2.04  62000.00
H007                       114      1.00      0.84      0.00         1   2263.39      0.00    753.15   1772.29     0.250    497.66      2.04  62000.00
H007                       114      1.00      0.84      0.00         1   2594.37      0.00    725.04   1765.26     0.250    492.25      2.04  62000.00
H007                       114      1.00      0.84      0.00         1   2805.84      0.00    688.90   1756.22     0.250    485.29      2.03  62000.00
H007                       114      1.00      0.84      0.00         1   2888.56      0.00    678.92   1753.73     0.250    483.37      2.03  62000.00
H007                       114      1.00      0.84      0.00         1   2998.91      0.00    672.84   1752.21     0.250    482.20      2.03  62000.00
H007                       114      1.00      0.84      0.00         1   3201.18      0.00    676.86   1753.21     0.250    482.98      2.03  62000.00
H007                       114      1.00      0.84      0.00         1   3431.03      0.00    676.86   1753.21     0.250    482.98      2.03  62000.00
H007                       114      1.00      0.84      0.00         1   3716.05      0.00    676.86   1753.21     0.250    482.98      2.03  62000.00
H007                       114      1.00      0.84      0.00         1   4100.00      0.00    683.42   1754.86     0.250    484.24      2.03  62000.00
H007                       114      1.00      0.84      0.00         1   4200.00      0.00    683.42   1754.86     0.250    484.24      2.03  62000.00
H007                       114      1.00      0.84      0.00         1   4300.00      0.00    683.42   1754.86     0.250    484.24      2.03  62000.00
H007                       114      1.00      0.84      0.00         1   4400.00      0.00    683.41   1754.85     0.250    484.24      2.03  62000.00
H007                       114      1.00      0.84      0.00         1   4499.91      0.00    686.18   1755.55     0.250    484.77      2.03  62000.00
H007                       114      1.00      0.84      0.00         1   4599.71      0.00    691.49   1756.87     0.250    485.79      2.03  62000.00
H007                       114      1.00      0.84      0.00         1   4699.71      0.00    691.51   1756.88     0.250    485.80      2.03  62000.00
H007                       114      1.00      0.84      0.00         1   4799.71      0.00    691.51   1756.88     0.250    485.80      2.03  62000.00
H007                       114      1.00      0.84      0.00         1   4899.71      0.00    691.50   1756.88     0.250    485.79      2.03  62000.00
H007                       114      1.00      0.84      0.00         1   4999.63      0.00    693.95   1757.49     0.250    486.26      2.03  62000.00
H007                       114      1.00      0.84      0.00         1   5099.08      0.00    704.09   1760.02     0.250    488.22      2.03  62000.00
H007                       114      1.00      0.84      0.00         1   5198.51      0.00    714.53   1762.63     0.250    490.23      2.03  62000.00
H007                       114      1.00      0.84      0.00         1   5298.48      0.00    715.77   1762.94     0.250    490.47      2.03  62000.00
H007                       114      1.00      0.84      0.00         1   5398.44      0.00    714.18   1762.55     0.250    490.16      2.03  62000.00
H007                       114      1.00      0.84      0.00         1   5497.39      0.00    699.96   1758.99     0.250    487.42      2.03  62000.00
H007                       114      1.00      0.84      0.00         1   5595.14      0.00    679.09   1753.77     0.250    483.40      2.03  62000.00
H007                       114      1.00      0.84      0.00         1   5687.67      0.00    640.89   1744.22     0.250    476.05      2.03  62000.00
H007                       114      1.00      0.84      0.00         1   5754.09      0.00    622.87   1739.72     0.250    472.58      2.03  62000.00
H007                       114      1.00      0.84      0.00         1   5784.76      0.00    616.92   1738.23     0.250    471.44      2.03  62000.00
H007                       114      1.00      0.84      0.00         1   5883.12      0.00    598.79   1733.70     0.250    467.95      2.02  62000.00
H007                       114      1.00      0.84      0.00         1   5961.19      0.00    582.60   1729.65     0.250    464.83      2.02  62000.00
H007                       114      1.00      0.84      0.00         1   5981.00      0.00    578.19   1728.55     0.250    463.98      2.02  62000.00
H007                       114      1.00      0.84      0.00         1   6078.01      0.00    553.61   1722.40     0.250    459.25      2.02  62000.00
H007                       114      1.00      0.84      0.00         1   6230.70      0.00    505.49   1710.37     0.250    449.99      2.02  62000.00
H008                       115      1.00      1.00      1.00         1      0.00      0.00    795.98   1642.99     0.250    398.11      2.00  62000.00
H008                       115      1.00      1.00      1.00         1    204.75      0.00    799.25   1643.81     0.250    398.74      2.00  62000.00
H008                       115      1.00      1.00      1.00         1    554.41      0.00    802.51   1644.63     0.250    399.36      2.00  62000.00
H008                       115      1.00      1.00      1.00         1    879.68      0.00    818.86   1648.71     0.250    402.51      2.00  62000.00
H008                       115      1.00      1.00      1.00         1   1188.68      0.00    822.13   1649.53     0.250    403.14      2.00  62000.00
H008                       115      1.00      1.00      1.00         1   1554.60      0.00    812.32   1647.08     0.250    401.25      2.00  62000.00
H008                       115      1.00      1.00      1.00         1   1855.47      0.00    809.05   1646.26     0.250    400.62      2.00  62000.00
H008                       115      1.00      1.00      1.00         1   2286.45      0.00    799.25   1643.81     0.250    398.74      2.00  62000.00
H008                       115      1.00      1.00      1.00         1   2538.53      0.00    792.71   1642.18     0.250    397.48      2.00  62000.00
H008                       115      1.00      1.00      1.00         1   2871.92      0.00    773.09   1637.27     0.250    393.70      1.99  62000.00
H008                       115      1.00      1.00      1.00         1   3156.53      0.00    766.55   1635.64     0.250    392.44      1.99  62000.00
H008                       115      1.00      1.00      1.00         1   3441.14      0.00    760.02   1634.00     0.250    391.18      1.99  62000.00
H008                       115      1.00      1.00      1.00         1   3701.35      0.00    753.48   1632.37     0.250    389.93      1.99  62000.00
H008                       115      1.00      1.00      1.00         1   4099.79      0.00    750.92   1631.73     0.250    389.43      1.99  62000.00
H008                       115      1.00      1.00      1.00         1   4199.69      0.00    748.11   1631.03     0.250    388.89      1.99  62000.00
H008                       115      1.00      1.00      1.00         1   4299.69      0.00    748.12   1631.03     0.250    388.89      1.99  62000.00
H008                       115      1.00      1.00      1.00         1   4399.68      0.00    747.55   1630.89     0.250    388.78      1.99  62000.00
H008                       115      1.00      1.00      1.00         1   4499.40      0.00    740.09   1629.02     0.250    387.35      1.99  62000.00
H008                       115      1.00      1.00      1.00         1   4599.40      0.00    740.03   1629.01     0.250    387.34      1.99  62000.00
H008                       115      1.00      1.00      1.00         1   4699.40      0.00    740.03   1629.01     0.250    387.34      1.99  62000.00
H008                       115      1.00      1.00      1.00         1   4799.40      0.00    740.03   1629.01     0.250    387.34      1.99  62000.00
H008                       115      1.00      1.00      1.00         1   4899.40      0.00    740.03   1629.01     0.250    387.34      1.99  62000.00
H008                       115      1.00      1.00      1.00         1   4999.40      0.00    740.03   1629.01     0.250    387.34      1.99  62000.00
H008                       115      1.00      1.00      1.00         1   5099.40      0.00    740.03   1629.01     0.250    387.34      1.99  62000.00
H008                       115      1.00      1.00      1.00         1   5199.37      0.00    741.13   1629.28     0.250    387.55      1.99  62000.00
H008                       115      1.00      1.00      1.00         1   5299.11      0.00    748.23   1631.06     0.250    388.91      1.99  62000.00
H008                       115      1.00      1.00      1.00         1   5399.07      0.00    746.48   1630.62     0.250    388.58      1.99  62000.00
H008                       115      1.00      1.00      1.00         1   5498.24      0.00    733.81   1627.45     0.250    386.14      1.99  62000.00
H008                       115      1.00      1.00      1.00         1   5597.53      0.00    722.02   1624.51     0.250    383.87      1.99  62000.00
H008                       115      1.00      1.00      1.00         1   5696.63      0.00    708.65   1621.16     0.250    381.30      1.99  62000.00
H008                       115      1.00      1.00      1.00         1   5795.58      0.00    694.19   1617.55     0.250    378.51      1.99  62000.00
H008                       115      1.00      1.00      1.00         1   5894.65      0.00    680.50   1614.12     0.250    375.88      1.99  62000.00
H008                       115      1.00      1.00      1.00         1   5993.47      0.00    665.13   1610.28     0.250    372.92      1.99  62000.00
H008                       115      1.00      1.00      1.00         1   6091.50      0.00    645.23   1605.31     0.250    369.09      1.98  62000.00
H008                       115      1.00      1.00      1.00         1   6189.60      0.00    625.68   1600.42     0.250    365.32      1.98  62000.00
H008                       115      1.00      1.00      1.00         1   6287.21      0.00    603.83   1594.96     0.250    361.12      1.98  62000.00
H008                       115      1.00      1.00      1.00         1   6384.67      0.00    581.31   1589.33     0.250    356.78      1.98  62000.00
H008                       115      1.00      1.00      1.00         1   6482.07      0.00    558.53   1583.63     0.250    352.40      1.98  62000.00
H008                       115      1.00      1.00      1.00         1   6654.50      0.00    505.49   1570.37     0.250    342.19      1.97  62000.00
H009                       125      1.00      1.00      1.00         1      0.00      0.00    877.64   1703.41     0.250    444.62      2.02  62000.00
H009                       125      1.00      1.00      1.00         1    461.36      0.00    877.64   1703.41     0.250    444.62      2.02  62000.00
H009                       125      1.00      1.00      1.00         1    893.48      0.00    881.65   1704.41     0.250    445.40      2.02  62000.00
H009                       125      1.00      1.00      1.00         1   1647.39      0.00    861.57   1699.39     0.250    441.53      2.01  62000.00
H009                       125      1.00      1.00      1.00         1   2024.34      0.00    853.54   1697.39     0.250    439.99      2.01  62000.00
H009                       125      1.00      1.00      1.00         1   2438.08      0.00    845.51   1695.38     0.250    438.44      2.01  62000.00
H009                       125      1.00      1.00      1.00         1   2870.20      0.00    837.48   1693.37     0.250    436.89      2.01  62000.00
H009                       125      1.00      1.00      1.00         1   3283.93      0.00    821.42   1689.35     0.250    433.80      2.01  62000.00
H009                       125      1.00      1.00      1.00         1   3762.02      0.00    813.39   1687.35     0.250    432.26      2.01  62000.00
H009                       125      1.00      1.00      1.00         1   4100.00      0.00    796.65   1683.16     0.250    429.04      2.01  62000.00
H009                       125      1.00      1.00      1.00         1   4200.00      0.00    796.65   1683.16     0.250    429.04      2.01  62000.00
H009                       125      1.00      1.00      1.00         1   4299.99      0.00    796.28   1683.07     0.250    428.96      2.01  62000.00
H009                       125      1.00      1.00      1.00         1   4399.72      0.00    788.75   1681.19     0.250    427.51      2.01  62000.00
H009                       125      1.00      1.00      1.00         1   4499.71      0.00    788.56   1681.14     0.250    427.48      2.01  62000.00
H009                       125      1.00      1.00      1.00         1   4599.71      0.00    788.56   1681.14     0.250    427.48      2.01  62000.00
H009                       125      1.00      1.00      1.00         1   4699.71      0.00    788.56   1681.14     0.250    427.48      2.01  62000.00
H009                       125      1.00      1.00      1.00         1   4799.71      0.00    788.56   1681.14     0.250    427.48      2.01  62000.00
H009                       125      1.00      1.00      1.00         1   4899.71      0.00    788.56   1681.14     0.250    427.48      2.01  62000.00
H009                       125      1.00      1.00      1.00         1   4999.71      0.00    788.56   1681.14     0.250    427.48      2.01  62000.00
H009                       125      1.00      1.00      1.00         1   5099.71      0.00    788.56   1681.14     0.250    427.48      2.01  62000.00
H009                       125      1.00      1.00      1.00         1   5199.71      0.00    788.56   1681.14     0.250    427.48      2.01  62000.00
H009                       125      1.00      1.00      1.00         1   5299.71      0.00    788.56   1681.14     0.250    427.48      2.01  62000.00
H009                       125      1.00      1.00      1.00         1   5399.71      0.00    788.57   1681.14     0.250    427.48      2.01  62000.00
H009                       125      1.00      1.00      1.00         1   5499.64      0.00    786.46   1680.62     0.250    427.07      2.01  62000.00
H009                       125      1.00      1.00      1.00         1   5599.04      0.00    775.61   1677.90     0.250    424.99      2.01  62000.00
H009                       125      1.00      1.00      1.00         1   5698.10      0.00    761.88   1674.47     0.250    422.34      2.01  62000.00
H009                       125      1.00      1.00      1.00         1   5796.40      0.00    743.80   1669.95     0.250    418.86      2.00  62000.00
H009                       125      1.00      1.00      1.00         1   5894.81      0.00    725.91   1665.48     0.250    415.42      2.00  62000.00
H009                       125      1.00      1.00      1.00         1   5993.44      0.00    709.29   1661.32     0.250    412.22      2.00  62000.00
H009                       125      1.00      1.00      1.00         1   6092.07      0.00    692.70   1657.17     0.250    409.02      2.00  62000.00
H009                       125      1.00      1.00      1.00         1   6190.69      0.00    675.99   1653.00     0.250    405.81      2.00  62000.00
H009                       125      1.00      1.00      1.00         1   6288.27      0.00    653.98   1647.49     0.250    401.57      2.00  62000.00
H009                       125      1.00      1.00      1.00         1   6385.29      0.00    629.51   1641.38     0.250    396.86      2.00  62000.00
H009                       125      1.00      1.00      1.00         1   6482.68      0.00    606.72   1635.68     0.250    392.47      1.99  62000.00
H009                       125      1.00      1.00      1.00         1   6581.35      0.00    590.34   1631.59     0.250    389.32      1.99  62000.00
H009                       125      1.00      1.00      1.00         1   6679.29      0.00    569.95   1626.49     0.250    385.39      1.99  62000.00
H009                       125      1.00      1.00      1.00         1   6777.78      0.00    552.51   1622.13     0.250    382.04      1.99  62000.00
H009                       125      1.00      1.00      1.00         1   6932.61      0.00    505.49   1610.37     0.250    372.99      1.99  62000.00
H010                       136      1.00      0.00      1.00         1      0.00      0.00    946.35   1770.59     0.250    496.35      2.04  62000.00
H010                       136      1.00      0.00      1.00         1    383.65      0.00    949.62   1771.40     0.250    496.98      2.04  62000.00
H010                       136      1.00      0.00      1.00         1    700.78      0.00    952.89   1772.22     0.250    497.61      2.04  62000.00
H010                       136      1.00      0.00      1.00         1   1082.97      0.00    939.81   1768.95     0.250    495.09      2.04  62000.00
H010                       136      1.00      0.00      1.00         1   1351.31      0.00    939.81   1768.95     0.250    495.09      2.04  62000.00
H010                       136      1.00      0.00      1.00         1   1839.21      0.00    926.74   1765.68     0.250    492.58      2.04  62000.00
H010                       136      1.00      0.00      1.00         1   2066.89      0.00    913.66   1762.41     0.250    490.06      2.03  62000.00
H010                       136      1.00      0.00      1.00         1   2384.03      0.00    900.58   1759.15     0.250    487.54      2.03  62000.00
H010                       136      1.00      0.00      1.00         1   2823.13      0.00    887.51   1755.88     0.250    485.02      2.03  62000.00
H010                       136      1.00      0.00      1.00         1   3148.40      0.00    884.24   1755.06     0.250    484.40      2.03  62000.00
H010                       136      1.00      0.00      1.00         1   3457.40      0.00    880.97   1754.24     0.250    483.77      2.03  62000.00
H010                       136      1.00      0.00      1.00         1   3823.32      0.00    884.24   1755.06     0.250    484.40      2.03  62000.00
H010                       136      1.00      0.00      1.00         1   4197.78      0.00    865.74   1750.43     0.250    480.83      2.03  62000.00
H010                       136      1.00      0.00      1.00         1   4397.48      0.00    857.20   1748.30     0.250    479.19      2.03  62000.00
H010                       136      1.00      0.00      1.00         1   4597.34      0.00    853.38   1747.34     0.250    478.45      2.03  62000.00
H010                       136      1.00      0.00      1.00         1   4797.05      0.00    845.19   1745.30     0.250    476.88      2.03  62000.00
H010                       136      1.00      0.00      1.00         1   4996.82      0.00    839.11   1743.78     0.250    475.71      2.03  62000.00
H010                       136      1.00      0.00      1.00         1   5196.74      0.00    837.99   1743.50     0.250    475.49      2.03  62000.00
H010                       136      1.00      0.00      1.00         1   5396.21      0.00    852.38   1747.10     0.250    478.26      2.03  62000.00
H010                       136      1.00      0.00      1.00         1   5495.55      0.00    842.15   1744.54     0.250    476.29      2.03  62000.00
H010                       136      1.00      0.00      1.00         1   5594.75      0.00    829.35   1741.34     0.250    473.83      2.03  62000.00
H010                       136      1.00      0.00      1.00         1   5693.36      0.00    812.62   1737.16     0.250    470.61      2.03  62000.00
H010                       136      1.00      0.00      1.00         1   5792.00      0.00    796.06   1733.02     0.250    467.42      2.02  62000.00
H010                       136      1.00      0.00      1.00         1   5890.64      0.00    779.47   1728.87     0.250    464.23      2.02  62000.00
H010                       136      1.00      0.00      1.00         1   5989.10      0.00    761.92   1724.48     0.250    460.85      2.02  62000.00
H010                       136      1.00      0.00      1.00         1   6087.17      0.00    742.20   1719.55     0.250    457.05      2.02  62000.00
H010                       136      1.00      0.00      1.00         1   6185.08      0.00    721.65   1714.41     0.250    453.10      2.02  62000.00
H010                       136      1.00      0.00      1.00         1   6283.14      0.00    701.95   1709.49     0.250    449.31      2.02  62000.00
H010                       136      1.00      0.00      1.00         1   6380.56      0.00    679.22   1703.81     0.250    444.93      2.02  62000.00
H010                       136      1.00      0.00      1.00         1   6477.89      0.00    656.18   1698.05     0.250    440.50      2.01  62000.00
H010                       136      1.00      0.00      1.00         1   6575.90      0.00    636.21   1693.05     0.250    436.65      2.01  62000.00
H010                       136      1.00      0.00      1.00         1   6674.40      0.00    618.83   1688.71     0.250    433.31      2.01  62000.00
H010                       136      1.00      0.00      1.00         1   6773.63      0.00    606.48   1685.62     0.250    430.93      2.01  62000.00
H010                       136      1.00      0.00      1.00         1   6872.81      0.00    593.76   1682.44     0.250    428.48      2.01  62000.00
H010                       136      1.00      0.00      1.00         1   6970.96      0.00    574.43   1677.61     0.250    424.76      2.01  62000.00
H010                       136      1.00      0.00      1.00         1   7066.63      0.00    545.61   1670.40     0.250    419.21      2.00  62000.00
H010                       136      1.00      0.00      1.00         1   7175.41      0.00    505.49   1660.37     0.250    411.49      2.00  62000.00
H011                       146      0.00      0.00      1.00         1      0.00      0.00   1054.23   1667.56     0.250    417.02      2.00  62000.00
H011                       146      0.00      0.00      1.00         1    367.39      0.00   1054.23   1667.56     0.250    417.02      2.00  62000.00
H011                       146      0.00      0.00      1.00         1    765.84      0.00   1054.23   1667.56     0.250    417.02      2.00  62000.00
H011                       146      0.00      0.00      1.00         1   1261.86      0.00   1034.61   1662.65     0.250    413.24      2.00  62000.00
H011                       146      0.00      0.00      1.00         1   1579.00      0.00   1021.54   1659.38     0.250    410.73      2.00  62000.00
H011                       146      0.00      0.00      1.00         1   1889.63      0.00   1028.06   1661.02     0.250    411.98      2.00  62000.00
H011                       146      0.00      0.00      1.00         1   2172.60      0.00   1001.92   1654.48     0.250    406.95      2.00  62000.00
H011                       146      0.00      0.00      1.00         1   2465.34      0.00    988.85   1651.21     0.250    404.43      2.00  62000.00
H011                       146      0.00      0.00      1.00         1   2817.86      0.00    967.62   1645.90     0.250    400.35      2.00  62000.00
H011                       146      0.00      0.00      1.00         1   3152.64      0.00    957.55   1643.39     0.250    398.41      2.00  62000.00
H011                       146      0.00      0.00      1.00         1   3457.40      0.00    975.77   1647.94     0.250    401.92      2.00  62000.00
H011                       146      0.00      0.00      1.00         1   3776.53      0.00    972.66   1647.16     0.250    401.32      2.00  62000.00
H011                       146      0.00      0.00      1.00         1   4098.80      0.00    953.23   1642.31     0.250    397.58      2.00  62000.00
H011                       146      0.00      0.00      1.00         1   4297.64      0.00    932.14   1637.04     0.250    393.52      1.99  62000.00
H011                       146      0.00      0.00      1.00         1   4397.29      0.00    923.76   1634.94     0.250    391.90      1.99  62000.00
H011                       146      0.00      0.00      1.00         1   4497.08      0.00    918.04   1633.51     0.250    390.80      1.99  62000.00
H011                       146      0.00      0.00      1.00         1   4596.83      0.00    911.26   1631.82     0.250    389.50      1.99  62000.00
H011                       146      0.00      0.00      1.00         1   4696.68      0.00    906.72   1630.68     0.250    388.62      1.99  62000.00
H011                       146      0.00      0.00      1.00         1   4796.50      0.00    901.83   1629.46     0.250    387.68      1.99  62000.00
H011                       146      0.00      0.00      1.00         1   4896.50      0.00    901.79   1629.45     0.250    387.68      1.99  62000.00
H011                       146      0.00      0.00      1.00         1   4996.50      0.00    901.79   1629.45     0.250    387.68      1.99  62000.00
H011                       146      0.00      0.00      1.00         1   5096.50      0.00    901.83   1629.46     0.250    387.68      1.99  62000.00
H011                       146      0.00      0.00      1.00         1   5196.33      0.00    906.47   1630.62     0.250    388.58      1.99  62000.00
H011                       146      0.00      0.00      1.00         1   5296.11      0.00    912.99   1632.25     0.250    389.83      1.99  62000.00
H011                       146      0.00      0.00      1.00         1   5395.85      0.00    914.51   1632.63     0.250    390.12      1.99  62000.00
H011                       146      0.00      0.00      1.00         1   5495.52      0.00    906.29   1630.57     0.250    388.54      1.99  62000.00
H011                       146      0.00      0.00      1.00         1   5594.77      0.00    894.06   1627.51     0.250    386.19      1.99  62000.00
H011                       146      0.00      0.00      1.00         1   5693.38      0.00    877.33   1623.33     0.250    382.96      1.99  62000.00
H011                       146      0.00      0.00      1.00         1   5792.01      0.00    860.70   1619.17     0.250    379.76      1.99  62000.00
H011                       146      0.00      0.00      1.00         1   5890.14      0.00    841.36   1614.34     0.250    376.04      1.99  62000.00
H011                       146      0.00      0.00      1.00         1   5988.22      0.00    821.70   1609.42     0.250    372.26      1.99  62000.00
H011                       146      0.00      0.00      1.00         1   6086.31      0.00    802.10   1604.53     0.250    368.48      1.98  62000.00
H011                       146      0.00      0.00      1.00         1   6184.38      0.00    782.41   1599.60     0.250    364.69      1.98  62000.00
H011                       146      0.00      0.00      1.00         1   6282.02      0.00    760.69   1594.17     0.250    360.51      1.98  62000.00
H011                       146      0.00      0.00      1.00         1   6380.14      0.00    741.26   1589.32     0.250    356.77      1.98  62000.00
H011                       146      0.00      0.00      1.00         1   6478.07      0.00    720.79   1584.20     0.250    352.83      1.98  62000.00
H011                       146      0.00      0.00      1.00         1   6576.09      0.00    700.83   1579.21     0.250    348.99      1.98  62000.00
H011                       146      0.00      0.00      1.00         1   6674.19      0.00    681.27   1574.32     0.250    345.22      1.97  62000.00
H011                       146      0.00      0.00      1.00         1   6772.54      0.00    663.10   1569.78     0.250    341.73      1.97  62000.00
H011                       146      0.00      0.00      1.00         1   6870.88      0.00    644.91   1565.23     0.250    338.23      1.97  62000.00
H011                       146      0.00      0.00      1.00         1   6969.10      0.00    626.01   1560.50     0.250    334.59      1.97  62000.00
H011                       146      0.00      0.00      1.00         1   7067.22      0.00    606.58   1555.64     0.250    330.85      1.97  62000.00
H011                       146      0.00      0.00      1.00         1   7165.11      0.00    586.12   1550.53     0.250    326.91      1.97  62000.00
H011                       146      0.00      0.00      1.00         1   7260.31      0.00    555.26   1542.82     0.250    320.97      1.96  62000.00
H011                       146      0.00      0.00      1.00         1   7387.31      0.00    505.49   1530.37     0.250    311.39      1.96  62000.00
H011                       146      0.00      0.00      1.00         2   8050.46      0.00    564.84   1545.21     0.250    322.81      1.96  62000.00
H011                       146      0.00      0.00      1.00         2   8140.63      0.00    508.65   1531.16     0.250    312.00      1.96  62000.00
