Horizon name           Segment       CDP         X         Y         Z
H016                         1    504.65   3147.79      0.00   1196.00
H016                         1    547.18   3413.62      0.00   1187.62
H016                         1    596.97   3724.82      0.00   1164.58
H016                         1    644.84   4024.00      0.00   1144.42
H016                         1    648.68   4048.00      0.00   1144.42
H016                         1    652.52   4072.00      0.00   1144.42
H016                         1    675.56   4216.00      0.00   1128.25
H016                         1    690.92   4312.00      0.00   1120.16
H016                         1    717.80   4480.00      0.00   1103.99
H016                         1    740.84   4624.00      0.00   1095.90
H016                         1    760.04   4744.00      0.00   1095.90
H016                         1    798.44   4984.00      0.00   1095.90
H016                         1    821.48   5128.00      0.00   1103.99
H016                         1    867.56   5416.00      0.00   1103.99
H016                         1    879.08   5488.00      0.00   1095.90
H016                         1    890.60   5560.00      0.00   1087.81
H016                         1    898.28   5608.00      0.00   1079.72
H016                         1    909.80   5680.00      0.00   1071.63
H016                         1    921.32   5752.00      0.00   1063.55
H016                         1    929.00   5800.00      0.00   1055.46
H016                         1    936.68   5848.00      0.00   1047.37
H016                         1    952.04   5944.00      0.00   1031.20
H016                         1    967.40   6040.00      0.00   1015.02
H016                         1    994.28   6208.00      0.00    982.67
H016                         1   1009.64   6304.00      0.00    966.49
H016                         1   1025.00   6400.00      0.00    950.32
H016                         1   1040.36   6496.00      0.00    934.14
H016                         1   1059.56   6616.00      0.00    909.88
H016                         1   1082.60   6760.00      0.00    877.53
H016                         1   1105.64   6904.00      0.00    845.18
H016                         1   1124.84   7024.00      0.00    812.83
H016                         1   1167.08   7288.00      0.00    748.12
H016                         1   1193.96   7456.00      0.00    699.60
H016                         1   1221.82   7630.14      0.00    639.57
H016                         1   1236.20   7720.00      0.00    602.54
H016                         1   1243.88   7768.00      0.00    586.37
H016                         1   1255.40   7840.00      0.00    554.02
H016                         1   1263.08   7888.00      0.00    537.84
H016                         1   1267.62   7916.35      0.00    522.85
H016                         1   1273.89   7955.57      0.00    505.23
H016                         2   1304.87   8149.16      0.00    693.36
H016                         2   1309.16   8176.00      0.00    675.33
H016                         2   1316.84   8224.00      0.00    642.98
H016                         2   1324.52   8272.00      0.00    610.63
H016                         2   1332.20   8320.00      0.00    578.28
H016                         2   1339.88   8368.00      0.00    545.93
H016                         2   1345.17   8401.06      0.00    525.17
H016                         2   1347.56   8416.00      0.00    513.58
H016                         2   1349.12   8425.72      0.00    505.49
H017                         1      1.00      0.00      0.00   1378.10
H017                         1     33.99    206.19      0.00   1374.16
H017                         1     91.44    565.23      0.00   1363.32
H017                         1    145.24    901.47      0.00   1349.52
H017                         1    187.18   1163.62      0.00   1334.73
H017                         1    237.33   1477.06      0.00   1314.03
H017                         1    296.60   1847.50      0.00   1297.27
H017                         1    341.28   2126.75      0.00   1284.45
H017                         1    383.22   2388.90      0.00   1273.61
H017                         1    417.87   2605.46      0.00   1261.78
H017                         1    446.14   2782.13      0.00   1241.08
H017                         1    467.11   2913.21      0.00   1233.20
H017                         1    489.91   3055.68      0.00   1220.38
H017                         1    516.35   3220.95      0.00   1209.54
H017                         1    554.65   3460.31      0.00   1199.68
H017                         1    581.09   3625.58      0.00   1187.85
H017                         1    609.36   3802.25      0.00   1173.07
H017                         1    631.24   3939.03      0.00   1163.21
H017                         1    656.84   4098.97      0.00   1155.27
H017                         1    672.72   4198.26      0.00   1143.49
H017                         1    688.65   4297.83      0.00   1134.31
H017                         1    704.62   4397.60      0.00   1128.12
H017                         1    720.59   4497.44      0.00   1123.74
H017                         1    736.54   4597.10      0.00   1115.41
H017                         1    752.52   4696.98      0.00   1112.06
H017                         1    768.52   4796.98      0.00   1112.02
H017                         1    784.50   4896.86      0.00   1108.32
H017                         1    800.48   4996.73      0.00   1112.03
H017                         1    816.46   5096.65      0.00   1114.56
H017                         1    832.43   5196.44      0.00   1120.17
H017                         1    848.43   5296.44      0.00   1120.16
H017                         1    864.41   5396.32      0.00   1116.71
H017                         1    880.36   5495.97      0.00   1108.36
H017                         1    896.30   5595.64      0.00   1100.12
H017                         1    912.17   5694.84      0.00   1087.50
H017                         1    927.95   5793.43      0.00   1070.63
H017                         1    943.83   5892.66      0.00   1058.07
H017                         1    959.49   5990.58      0.00   1037.58
H017                         1    975.24   6089.02      0.00   1019.89
H017                         1    990.94   6187.10      0.00   1000.24
H017                         1   1006.80   6286.22      0.00    986.90
H017                         1   1022.60   6384.97      0.00    971.11
H017                         1   1038.33   6483.33      0.00    953.00
H017                         1   1054.03   6581.43      0.00    933.45
H017                         1   1069.71   6679.43      0.00    913.36
H017                         1   1085.35   6777.21      0.00    892.32
H017                         1   1100.97   6874.81      0.00    870.45
H017                         1   1116.54   6972.12      0.00    847.24
H017                         1   1132.13   7069.55      0.00    824.56
H017                         1   1147.65   7166.55      0.00    800.00
H017                         1   1163.09   7263.07      0.00    773.63
H017                         1   1178.58   7359.86      0.00    748.27
H017                         1   1193.75   7454.70      0.00    716.22
H017                         1   1208.93   7549.56      0.00    684.24
H017                         1   1224.08   7644.25      0.00    651.75
H017                         1   1238.84   7736.52      0.00    612.82
H017                         1   1253.62   7828.91      0.00    574.21
H017                         1   1268.44   7921.49      0.00    536.15
H017                         1   1276.76   7973.51      0.00    512.18
H017                         1   1280.08   7994.24      0.00    505.17
H017                         2   1306.60   8159.98      0.00    707.69
H017                         2   1319.91   8243.20      0.00    651.60
H017                         2   1333.23   8326.41      0.00    595.53
H017                         2   1346.52   8409.51      0.00    539.25
H017                         2   1352.68   8448.00      0.00    505.49
H018                         1    455.26   2839.11      0.00   1258.65
H018                         1    500.85   3124.07      0.00   1237.14
H018                         1    542.80   3386.23      0.00   1225.31
H018                         1    584.74   3648.38      0.00   1200.67
H018                         1    623.95   3893.44      0.00   1183.91
H018                         1    656.92   4099.50      0.00   1168.17
H018                         1    672.85   4199.04      0.00   1158.78
H018                         1    688.76   4298.49      0.00   1148.47
H018                         1    704.73   4398.33      0.00   1143.95
H018                         1    720.68   4498.00      0.00   1135.72
H018                         1    736.64   4597.72      0.00   1128.23
H018                         1    752.64   4697.72      0.00   1128.25
H018                         1    768.64   4797.72      0.00   1128.25
H018                         1    784.64   4897.72      0.00   1128.25
H018                         1    800.64   4997.72      0.00   1128.24
H018                         1    816.62   5097.64      0.00   1130.82
H018                         1    832.59   5197.43      0.00   1136.34
H018                         1    848.59   5297.43      0.00   1136.38
H018                         1    864.52   5397.00      0.00   1127.51
H018                         1    880.45   5496.56      0.00   1118.24
H018                         1    896.39   5596.21      0.00   1109.82
H018                         1    912.30   5695.60      0.00   1098.98
H018                         1    928.08   5794.28      0.00   1082.65
H018                         1    943.93   5893.33      0.00   1068.88
H018                         1    959.75   5992.16      0.00   1053.58
H018                         1    975.49   6090.57      0.00   1035.73
H018                         1    991.19   6188.67      0.00   1016.18
H018                         1   1006.97   6287.30      0.00    999.54
H018                         1   1022.75   6385.94      0.00    982.97
H018                         1   1038.52   6484.49      0.00    965.94
H018                         1   1054.20   6582.47      0.00    945.70
H018                         1   1069.93   6680.82      0.00    927.56
H018                         1   1085.63   6778.92      0.00    908.01
H018                         1   1101.25   6876.56      0.00    886.28
H018                         1   1116.82   6973.85      0.00    863.01
H018                         1   1132.34   7070.86      0.00    838.49
H018                         1   1147.86   7167.88      0.00    813.98
H018                         1   1163.38   7264.89      0.00    789.45
H018                         1   1178.86   7361.62      0.00    763.87
H018                         1   1194.03   7456.45      0.00    731.80
H018                         1   1209.21   7551.34      0.00    699.90
H018                         1   1224.01   7643.84      0.00    661.56
H018                         1   1239.04   7737.77      0.00    626.96
H018                         1   1253.88   7830.48      0.00    589.20
H018                         1   1268.58   7922.35      0.00    549.32
H018                         1   1283.81   8017.54      0.00    519.75
H018                         2   1308.05   8169.06      0.00    719.80
H018                         2   1322.47   8259.19      0.00    659.67
H018                         2   1336.35   8345.93      0.00    609.76
H018                         2   1349.82   8430.14      0.00    556.14
H018                         2   1359.08   8488.00      0.00    505.49
H018                         3    210.32   1308.24      0.00   1344.81
H018                         3    246.45   1534.05      0.00   1327.83
H018                         3    271.07   1687.93      0.00   1318.96
H018                         3    290.22   1807.61      0.00   1313.04
H018                         3    310.28   1932.98      0.00   1310.09
H018                         3    333.99   2081.16      0.00   1305.16
H018                         3    358.65   2235.31      0.00   1298.43
H018                         3    370.55   2309.67      0.00   1295.41
H018                         3    376.01   2343.84      0.00   1293.50
H018                         3    390.20   2432.48      0.00   1290.27
H019                         1      1.00      0.00      0.00   1395.85
H019                         1     23.96    143.50      0.00   1395.85
H019                         1     59.52    365.76      0.00   1387.96
H019                         1    105.11    650.71      0.00   1378.10
H019                         1    152.53    947.06      0.00   1368.24
H019                         1    181.71   1129.43      0.00   1359.37
H019                         1    204.50   1271.90      0.00   1346.56
H019                         1    210.32   1308.24      0.00   1344.81
H019                         1    255.34   1589.63      0.00   1340.54
H019                         1    284.39   1771.16      0.00   1323.78
H019                         1    297.57   1853.57      0.00   1319.92
H019                         1    315.51   1965.67      0.00   1317.50
H019                         1    348.70   2173.14      0.00   1307.03
H019                         1    390.20   2432.48      0.00   1290.27
H019                         1    422.36   2633.47      0.00   1281.89
H019                         1    446.21   2782.59      0.00   1263.04
H019                         1    455.26   2839.11      0.00   1258.65
H019                         1    477.33   2977.09      0.00   1254.66
H019                         1    525.05   3275.34      0.00   1242.09
H019                         1    563.44   3515.22      0.00   1223.23
H019                         1    610.12   3806.98      0.00   1200.19
H019                         1    656.84   4098.97      0.00   1179.54
H019                         1    672.78   4198.62      0.00   1171.22
H019                         1    688.76   4298.47      0.00   1166.68
H019                         1    704.67   4397.91      0.00   1156.33
H019                         1    720.64   4497.78      0.00   1152.66
H019                         1    736.60   4597.53      0.00   1145.75
H019                         1    752.60   4697.49      0.00   1144.42
H019                         1    768.57   4797.29      0.00   1139.00
H019                         1    784.55   4897.20      0.00   1136.31
H019                         1    800.54   4997.13      0.00   1138.53
H019                         1    816.51   5096.91      0.00   1144.52
H019                         1    832.48   5196.73      0.00   1149.27
H019                         1    848.45   5296.54      0.00   1145.53
H019                         1    864.44   5396.47      0.00   1142.94
H019                         1    880.34   5495.90      0.00   1132.47
H019                         1    896.29   5595.58      0.00   1124.39
H019                         1    912.16   5694.78      0.00   1111.77
H019                         1    927.94   5793.38      0.00   1094.91
H019                         1    943.81   5892.58      0.00   1082.15
H019                         1    959.59   5991.21      0.00   1065.53
H019                         1    975.37   6089.84      0.00   1048.92
H019                         1    991.16   6188.47      0.00   1032.33
H019                         1   1006.94   6287.11      0.00   1015.75
H019                         1   1022.72   6385.75      0.00    999.17
H019                         1   1038.49   6484.31      0.00    982.15
H019                         1   1054.17   6582.30      0.00    962.07
H019                         1   1069.82   6680.11      0.00    941.14
H019                         1   1085.43   6777.69      0.00    919.17
H019                         1   1101.07   6875.43      0.00    897.89
H019                         1   1116.66   6972.89      0.00    875.35
H019                         1   1132.18   7069.86      0.00    850.68
H019                         1   1147.77   7167.34      0.00    828.20
H019                         1   1163.21   7263.84      0.00    801.78
H019                         1   1178.52   7359.51      0.00    772.56
H019                         1   1193.70   7454.38      0.00    740.58
H019                         1   1208.88   7549.25      0.00    708.61
H019                         1   1224.06   7644.12      0.00    676.64
H019                         1   1239.21   7738.82      0.00    644.20
H019                         1   1253.98   7831.11      0.00    605.32
H019                         1   1268.67   7922.97      0.00    565.43
H019                         1   1285.35   8027.19      0.00    533.33
H019                         2   1309.60   8178.75      0.00    732.54
H019                         2   1323.09   8263.06      0.00    670.55
H019                         2   1337.05   8350.34      0.00    621.37
H019                         2   1350.50   8434.39      0.00    567.29
H019                         2   1361.76   8504.73      0.00    505.49
H020                         1      1.00      0.00      0.00   1413.86
H020                         1     21.93    130.84      0.00   1407.57
H020                         1     69.65    429.08      0.00   1399.19
H020                         1    122.56    759.74      0.00   1384.53
H020                         1    175.46   1090.40      0.00   1376.15
H020                         1    202.60   1259.97      0.00   1365.46
H020                         1    220.07   1369.19      0.00   1361.49
H020                         1    254.30   1583.14      0.00   1361.49
H020                         1    285.42   1777.65      0.00   1342.64
H020                         1    320.69   1998.09      0.00   1338.45
H020                         1    375.67   2341.71      0.00   1327.97
H020                         1    438.95   2737.20      0.00   1315.40
H020                         1    452.44   2821.49      0.00   1302.84
H020                         1    487.71   3041.93      0.00   1300.74
H020                         1    530.24   3307.75      0.00   1286.08
H020                         1    565.51   3528.19      0.00   1277.70
H020                         1    605.97   3781.05      0.00   1256.75
H020                         1    656.96   4099.78      0.00   1244.26
H020                         1    672.85   4199.05      0.00   1232.34
H020                         1    688.80   4298.74      0.00   1224.89
H020                         1    704.76   4398.47      0.00   1217.47
H020                         1    720.74   4498.38      0.00   1214.60
H020                         1    736.68   4598.02      0.00   1206.16
H020                         1    752.60   4697.47      0.00   1195.95
H020                         1    768.54   4797.12      0.00   1187.57
H020                         1    784.51   4896.93      0.00   1182.87
H020                         1    800.50   4996.88      0.00   1184.82
H020                         1    816.50   5096.88      0.00   1184.86
H020                         1    832.50   5196.88      0.00   1184.86
H020                         1    848.50   5296.88      0.00   1184.85
H020                         1    864.47   5396.67      0.00   1179.44
H020                         1    880.35   5495.94      0.00   1167.49
H020                         1    896.25   5595.31      0.00   1156.60
H020                         1    912.15   5694.70      0.00   1145.83
H020                         1    928.04   5793.98      0.00   1133.96
H020                         1    943.89   5893.09      0.00   1120.61
H020                         1    959.78   5992.39      0.00   1108.94
H020                         1    975.64   6091.48      0.00   1095.43
H020                         1    991.46   6190.37      0.00   1080.58
H020                         1   1007.24   6288.98      0.00   1063.83
H020                         1   1022.77   6386.06      0.00   1039.64
H020                         1   1038.38   6483.60      0.00   1017.48
H020                         1   1054.08   6581.73      0.00    998.08
H020                         1   1069.75   6679.70      0.00    977.84
H020                         1   1085.49   6778.05      0.00    959.66
H020                         1   1101.19   6876.18      0.00    940.26
H020                         1   1116.71   6973.18      0.00    915.71
H020                         1   1132.23   7070.19      0.00    891.15
H020                         1   1147.67   7166.68      0.00    864.68
H020                         1   1163.07   7262.92      0.00    837.42
H020                         1   1178.37   7358.56      0.00    808.08
H020                         1   1193.73   7454.58      0.00    780.24
H020                         1   1208.52   7547.01      0.00    741.73
H020                         1   1223.70   7641.88      0.00    709.76
H020                         1   1238.79   7736.16      0.00    676.13
H020                         1   1253.40   7827.52      0.00    635.03
H020                         1   1268.37   7921.07      0.00    599.52
H020                         1   1283.55   8015.93      0.00    567.52
H020                         1   1288.27   8045.46      0.00    558.17
H020                         2   1313.73   8204.54      0.00    763.82
H020                         2   1328.87   8299.20      0.00    700.13
H020                         2   1342.19   8382.41      0.00    644.05
H020                         2   1355.46   8465.36      0.00    587.58
H020                         2   1367.80   8542.52      0.00    523.22
H020                         2   1373.16   8576.00      0.00    505.49
H020                         3   1655.57  10341.04      0.00    556.48
H020                         3   1671.26  10439.12      0.00    522.88
H020                         3   1682.92  10512.00      0.00    505.49
H021                         1      1.00      0.00      0.00   1446.12
H021                         1     44.93    274.58      0.00   1446.12
H021                         1     78.67    485.44      0.00   1444.15
H021                         1    118.79    736.20      0.00   1431.33
H021                         1    145.24    901.47      0.00   1416.55
H021                         1    194.47   1209.21      0.00   1400.77
H021                         1    214.53   1334.59      0.00   1392.89
H021                         1    251.92   1568.25      0.00   1385.00
H021                         1    273.80   1705.02      0.00   1383.03
H021                         1    297.51   1853.20      0.00   1381.06
H021                         1    324.87   2024.17      0.00   1383.03
H021                         1    349.49   2178.04      0.00   1373.17
H021                         1    368.64   2297.72      0.00   1356.41
H021                         1    397.81   2480.09      0.00   1344.59
H021                         1    440.67   2747.94      0.00   1336.70
H021                         1    473.50   2953.10      0.00   1324.87
H021                         1    499.03   3112.67      0.00   1318.96
H021                         1    531.85   3317.84      0.00   1316.00
H021                         1    557.39   3477.41      0.00   1310.09
H021                         1    592.04   3693.97      0.00   1301.21
H021                         1    619.39   3864.94      0.00   1288.40
H021                         1    639.45   3990.32      0.00   1279.53
H021                         1    656.74   4098.39      0.00   1273.36
H021                         1    672.54   4197.13      0.00   1258.49
H021                         1    688.51   4296.91      0.00   1252.00
H021                         1    704.45   4396.55      0.00   1243.48
H021                         1    720.41   4496.34      0.00   1237.10
H021                         1    736.38   4596.12      0.00   1230.62
H021                         1    752.35   4695.92      0.00   1225.32
H021                         1    768.35   4795.92      0.00   1225.34
H021                         1    783.09   4888.08      0.00   1234.94
H021                         1    787.85   4917.84      0.00   1238.19
H021                         1    795.00   4962.48      0.00   1238.19
H021                         1    798.44   4984.00      0.00   1233.39
H021                         2    798.44   4984.00      0.00   1233.39
H021                         2    814.24   5082.78      0.00   1218.64
H021                         2    830.16   5182.22      0.00   1208.98
H021                         2    846.16   5282.22      0.00   1209.13
H021                         2    862.16   5382.22      0.00   1209.24
H021                         2    878.10   5481.90      0.00   1201.96
H021                         2    893.99   5581.19      0.00   1190.19
H021                         2    909.85   5680.29      0.00   1176.74
H021                         2    925.61   5778.82      0.00   1160.02
H021                         2    941.34   5877.14      0.00   1141.67
H021                         2    957.17   5976.08      0.00   1127.19
H021                         2    972.99   6074.96      0.00   1112.25
H021                         2    988.77   6173.59      0.00   1095.61
H021                         2   1004.49   6271.79      0.00   1076.58
H021                         2   1020.08   6369.25      0.00   1054.11
H021                         2   1035.83   6467.69      0.00   1036.67
H021                         2   1051.69   6566.80      0.00   1023.31
H021                         2   1067.55   6665.93      0.00   1010.48
H021                         2   1083.16   6763.52      0.00    988.77
H021                         2   1098.68   6860.53      0.00    964.26
H021                         2   1114.32   6958.26      0.00    943.11
H021                         2   1130.04   7056.50      0.00    924.34
H021                         2   1145.51   7153.21      0.00    898.81
H021                         2   1160.69   7248.04      0.00    866.73
H021                         2   1175.87   7342.91      0.00    834.76
H021                         2   1191.04   7437.78      0.00    802.80
H021                         2   1206.17   7532.33      0.00    769.92
H021                         2   1220.97   7624.82      0.00    731.57
H021                         2   1235.88   7717.98      0.00    695.06
H021                         2   1250.52   7809.52      0.00    654.39
H021                         2   1265.65   7904.03      0.00    621.40
H021                         2   1280.82   7998.90      0.00    589.43
H021                         2   1289.75   8054.68      0.00    570.44
H021                         3   1315.20   8213.73      0.00    773.92
H021                         3   1328.96   8299.74      0.00    717.14
H021                         3   1342.75   8385.95      0.00    666.03
H021                         3   1356.01   8468.79      0.00    609.38
H021                         3   1368.33   8545.81      0.00    544.97
H021                         3   1377.00   8600.00      0.00    505.49
H021                         4   1409.23   8801.41      0.00    558.71
H021                         4   1421.80   8880.00      0.00    505.49
H021                         5   1656.43  10346.42      0.00    575.43
H021                         5   1672.79  10448.70      0.00    544.64
H021                         5   1688.35  10545.95      0.00    521.19
H021                         5   1699.56  10616.00      0.00    505.49
H022                         1      1.00      0.00      0.00   1467.81
H022                         1     30.34    183.39      0.00   1466.82
H022                         1     66.82    411.35      0.00   1460.90
H022                         1    117.88    730.50      0.00   1453.02
H022                         1    166.21   1032.54      0.00   1441.19
H022                         1    222.74   1385.88      0.00   1423.45
H022                         1    257.39   1602.44      0.00   1414.58
H022                         1    282.92   1762.01      0.00   1405.70
H022                         1    333.99   2081.16      0.00   1392.89
H022                         1    365.90   2280.62      0.00   1380.07
H022                         1    409.67   2554.17      0.00   1371.20
H022                         1    453.44   2827.72      0.00   1359.37
H022                         1    479.88   2993.00      0.00   1350.50
H022                         1    509.97   3181.06      0.00   1350.50
H022                         1    540.06   3369.13      0.00   1339.66
H022                         1    567.42   3540.10      0.00   1329.80
H022                         1    602.98   3762.36      0.00   1316.98
H022                         1    633.98   3956.12      0.00   1305.16
H022                         1    656.88   4099.26      0.00   1295.63
H022                         1    672.71   4198.19      0.00   1281.07
H022                         1    688.64   4297.75      0.00   1271.81
H022                         1    704.60   4397.53      0.00   1265.20
H022                         1    720.56   4497.25      0.00   1257.73
H022                         1    736.53   4597.08      0.00   1252.90
H022                         1    752.51   4696.96      0.00   1249.55
H022                         1    768.48   4796.76      0.00   1244.18
H022                         1    784.47   4896.67      0.00   1241.46
H022                         1    800.47   4996.67      0.00   1241.48
H022                         1    816.47   5096.67      0.00   1241.48
H022                         1    832.47   5196.67      0.00   1241.44
H022                         1    848.44   5296.49      0.00   1236.45
H022                         1    864.42   5396.38      0.00   1233.34
H022                         1    880.35   5495.93      0.00   1224.21
H022                         1    896.17   5594.81      0.00   1209.32
H022                         1    911.95   5693.44      0.00   1192.68
H022                         1    927.66   5791.60      0.00   1173.47
H022                         1    943.40   5889.97      0.00   1155.42
H022                         1    959.18   5988.60      0.00   1138.79
H022                         1    974.99   6087.41      0.00   1123.33
H022                         1    990.84   6186.49      0.00   1109.74
H022                         1   1006.62   6285.12      0.00   1093.15
H022                         1   1022.40   6383.78      0.00   1076.73
H022                         1   1038.28   6482.97      0.00   1063.87
H022                         1   1054.05   6581.56      0.00   1046.97
H022                         1   1069.92   6680.75      0.00   1034.14
H022                         1   1085.65   6779.09      0.00   1015.99
H022                         1   1101.29   6876.80      0.00    994.57
H022                         1   1116.81   6973.80      0.00    970.02
H022                         1   1132.21   7070.07      0.00    942.87
H022                         1   1147.39   7164.94      0.00    910.91
H022                         1   1162.57   7259.81      0.00    878.94
H022                         1   1177.75   7354.68      0.00    846.97
H022                         1   1192.93   7449.55      0.00    815.00
H022                         1   1208.11   7544.42      0.00    783.03
H022                         1   1223.29   7639.31      0.00    751.14
H022                         1   1238.12   7731.98      0.00    713.30
H022                         1   1252.88   7824.24      0.00    674.37
H022                         1   1267.64   7916.52      0.00    635.46
H022                         1   1291.13   8063.30      0.00    581.82
H022                         2   1320.08   8244.26      0.00    807.51
H022                         2   1332.68   8323.02      0.00    738.22
H022                         2   1345.40   8402.51      0.00    677.03
H022                         2   1358.08   8481.72      0.00    615.41
H022                         2   1370.84   8561.49      0.00    554.58
H022                         2   1382.12   8632.00      0.00    505.49
H022                         3   1414.63   8835.20      0.00    597.60
H022                         3   1428.73   8923.29      0.00    538.52
H022                         3   1438.44   8984.00      0.00    505.49
H022                         4   1657.80  10354.97      0.00    606.13
H022                         4   1674.11  10456.95      0.00    578.12
H022                         4   1689.80  10555.02      0.00    558.44
H022                         4   1705.50  10653.12      0.00    538.89
H022                         4   1721.36  10752.25      0.00    525.67
H022                         4   1737.15  10850.94      0.00    509.62
H022                         4   1739.24  10864.00      0.00    505.49
H023                         1      1.00      0.00      0.00   1486.54
H023                         1     26.70    160.60      0.00   1483.58
H023                         1     92.35    570.92      0.00   1475.69
H023                         1    151.62    941.36      0.00   1463.86
H023                         1    185.36   1152.22      0.00   1454.99
H023                         1    233.68   1454.27      0.00   1445.13
H023                         1    276.54   1722.12      0.00   1428.38
H023                         1    311.19   1938.68      0.00   1417.53
H023                         1    355.87   2217.93      0.00   1404.72
H023                         1    408.76   2548.47      0.00   1386.97
H023                         1    431.55   2690.95      0.00   1385.00
H023                         1    468.94   2924.61      0.00   1370.22
H023                         1    507.23   3163.96      0.00   1367.26
H023                         1    540.97   3374.83      0.00   1355.43
H023                         1    574.71   3585.69      0.00   1344.59
H023                         1    607.54   3790.85      0.00   1334.73
H023                         1    656.84   4098.97      0.00   1317.03
H023                         1    672.78   4198.61      0.00   1308.60
H023                         1    688.69   4298.06      0.00   1298.28
H023                         1    704.64   4397.74      0.00   1290.40
H023                         1    720.60   4497.50      0.00   1283.52
H023                         1    736.56   4597.28      0.00   1277.16
H023                         1    752.53   4697.06      0.00   1270.64
H023                         1    768.50   4796.89      0.00   1265.78
H023                         1    784.50   4896.89      0.00   1265.74
H023                         1    800.50   4996.89      0.00   1265.74
H023                         1    816.50   5096.89      0.00   1265.74
H023                         1    832.50   5196.88      0.00   1265.78
H023                         1    848.47   5296.70      0.00   1270.79
H023                         1    864.45   5396.55      0.00   1272.35
H023                         1    880.36   5495.99      0.00   1261.96
H023                         1    896.24   5595.24      0.00   1249.84
H023                         1    912.02   5693.86      0.00   1233.12
H023                         1    927.80   5792.50      0.00   1216.55
H023                         1    943.58   5891.13      0.00   1199.95
H023                         1    959.40   5990.02      0.00   1185.12
H023                         1    975.23   6088.94      0.00   1170.42
H023                         1    991.09   6188.04      0.00   1157.01
H023                         1   1006.89   6286.82      0.00   1141.35
H023                         1   1022.68   6385.47      0.00   1124.81
H023                         1   1038.35   6483.43      0.00   1104.55
H023                         1   1054.10   6581.90      0.00   1086.97
H023                         1   1069.78   6679.87      0.00   1066.75
H023                         1   1085.57   6778.55      0.00   1050.38
H023                         1   1101.20   6876.26      0.00   1029.01
H023                         1   1116.83   6973.91      0.00   1007.33
H023                         1   1132.46   7071.61      0.00    985.84
H023                         1   1147.97   7168.59      0.00    961.22
H023                         1   1163.37   7264.79      0.00    933.84
H023                         1   1178.55   7359.67      0.00    901.90
H023                         1   1193.73   7454.54      0.00    869.93
H023                         1   1208.91   7549.41      0.00    837.97
H023                         1   1223.98   7643.61      0.00    804.11
H023                         1   1238.84   7736.49      0.00    766.89
H023                         1   1253.66   7829.15      0.00    729.01
H023                         1   1268.41   7921.34      0.00    689.90
H023                         1   1283.04   8012.76      0.00    648.89
H023                         1   1296.06   8094.15      0.00    621.96
H023                         2   1324.29   8270.56      0.00    837.57
H023                         2   1337.88   8355.50      0.00    762.86
H023                         2   1350.45   8434.09      0.00    700.42
H023                         2   1363.16   8513.48      0.00    639.10
H023                         2   1375.88   8593.00      0.00    577.91
H023                         2   1388.95   8674.68      0.00    519.75
H023                         2   1391.08   8688.00      0.00    505.49
H023                         3   1418.18   8857.35      0.00    626.70
H023                         3   1433.14   8950.85      0.00    556.99
H023                         3   1443.56   9016.00      0.00    505.49
H023                         4   1659.13  10363.32      0.00    637.77
H023                         4   1675.27  10464.21      0.00    607.49
H023                         4   1690.91  10561.91      0.00    586.01
H023                         4   1706.63  10660.21      0.00    567.60
H023                         4   1722.19  10757.41      0.00    544.27
H023                         4   1737.56  10853.47      0.00    516.76
H023                         4   1753.50  10953.13      0.00    510.99
H023                         4   1755.88  10968.00      0.00    505.49
H024                         1      1.00      0.00      0.00   1546.83
H024                         1     95.41    590.07      0.00   1538.80
H024                         1    180.73   1123.33      0.00   1518.72
H024                         1    279.29   1739.33      0.00   1506.67
H024                         1    352.84   2199.03      0.00   1478.56
H024                         1    415.64   2591.47      0.00   1455.32
H024                         1    484.36   3021.01      0.00   1438.58
H024                         1    547.24   3413.98      0.00   1429.92
H024                         1    605.73   3779.54      0.00   1405.25
H024                         1    660.73   4123.32      0.00   1387.01
H024                         1    676.52   4222.03      0.00   1375.45
H024                         1    692.37   4321.09      0.00   1366.92
H024                         1    708.24   4420.27      0.00   1360.17
H024                         1    724.10   4519.40      0.00   1352.54
H024                         1    739.98   4618.62      0.00   1347.56
H024                         1    755.85   4717.80      0.00   1340.89
H024                         1    771.72   4816.99      0.00   1334.37
H024                         1    787.58   4916.14      0.00   1327.44
H024                         1    803.49   5015.55      0.00   1327.30
H024                         1    819.35   5114.71      0.00   1333.58
H024                         1    835.25   5214.06      0.00   1335.18
H024                         1    851.15   5313.44      0.00   1333.90
H024                         1    866.96   5412.27      0.00   1323.31
H024                         1    882.75   5510.96      0.00   1311.42
H024                         1    898.47   5609.20      0.00   1296.01
H024                         1    914.23   5707.68      0.00   1282.20
H024                         1    930.03   5806.41      0.00   1270.70
H024                         1    945.78   5904.89      0.00   1256.89
H024                         1    961.54   6003.40      0.00   1243.40
H024                         1    977.27   6101.71      0.00   1228.49
H024                         1    993.00   6200.02      0.00   1213.53
H024                         1   1008.69   6298.05      0.00   1196.75
H024                         1   1024.32   6395.73      0.00   1178.08
H024                         1   1040.05   6494.08      0.00   1163.48
H024                         1   1055.74   6592.10      0.00   1146.61
H024                         1   1071.40   6690.02      0.00   1129.15
H024                         1   1086.99   6787.45      0.00   1109.11
H024                         1   1102.53   6884.57      0.00   1087.60
H024                         1   1118.03   6981.45      0.00   1064.99
H024                         1   1133.38   7077.35      0.00   1038.38
H024                         1   1148.59   7172.42      0.00   1008.99
H024                         1   1163.97   7268.58      0.00    983.36
